DEAL_ID;DATASET;TITLE;DIRECTION;LINE_TOTAL;DEAL_DURATION_DAYS;DESCRIPTION;COMMENTS;UNIQUE_PRODUCT_COUNT;DIRECTION_COUNT;DIRECTION_BREAKDOWN;COMPONENT_SUMMARY;MATERIALS;BUNDLE_KEY;SAMPLE_PRODUCTS
25374;offers;Буклет А4 2 Бига эконом 180гр/м2;Печатная;154400;0;Буклеты А4 (297х210 мм) в развернутом виде, 2 сгиба. Лазерная полноцветная двусторонняя печать. Бумага полуглянцевая HI-Kote плотностью 180 гр/м2.  Используйте буклеты для привлечения новых клиентов, продвижения продуктов или услуг, проведения рекламных кампаний и обеспечения информирования целевой аудитории. Лазерная печать позволит быстро и эффективно создать большие объемы буклетов обеспечивая высокое качество изображений и текста.  Срок производства 1-2 рабочих дня.;;2;1;Печатная: 100% (154400 руб);"Буклет А4 2 Бига Печать 4+4 от 1200 Печатная x5000 = 137600 руб; Хайкот А4 бум. 180 гр. 1 шт Печатная x5000 = 16800 руб";;4630|5758;Буклет А4 2 Бига Печать 4+4 от 1200 Печатная | Хайкот А4 бум. 180 гр. 1 шт Печатная
29480;offers;Пресс-волл 300х200 см на рейке;Сольвент;151650;12;Пресс-волл 300х200 см на деревянной рейке.;;2;2;"Цех: 65% (99000 руб); Сольвент: 35% (52650 руб)";"Пресс-волл на рейке с учетом рейки более 50 кв.м Цех x90 = 99000 руб; Баннер печать интерьерный 440гр более 50 кв.м x90 = 52650 руб";Баннер;7988|8118;Баннер печать интерьерный 440гр более 50 кв.м | Пресс-волл на рейке с учетом рейки более 50 кв.м Цех
29502;offers;Пресс-волл 350х250 см на рейке;Цех;147437.5;13;Пресс-волл 350х250 см на деревянной рейке.;;2;2;"Цех: 65% (96250 руб); Сольвент: 35% (51188 руб)";"Пресс-волл на рейке с учетом рейки более 50 кв.м Цех x87.5 = 96250 руб; Баннер печать интерьерный 440гр более 50 кв.м x87.5 = 51188 руб";Баннер;7988|8118;Пресс-волл на рейке с учетом рейки более 50 кв.м Цех | Баннер печать интерьерный 440гр более 50 кв.м
45442;offers;Буклет А4 2 Бига глянец 115 гр/м2;Печатная;147050;0;Буклеты А4 (297х210 мм) в развернутом виде, 2 сгиба. Лазерная полноцветная двусторонняя печать. Бумага глянцева плотностью 115 гр/м2.  Используйте буклеты для привлечения новых клиентов, продвижения продуктов или услуг, проведения рекламных кампаний и обеспечения информирования целевой аудитории. Лазерная печать позволит быстро и эффективно создать большие объемы буклетов обеспечивая высокое качество изображений и текста.  Срок производства 1-2 рабочих дня.;;2;1;Печатная: 100% (147050 руб);"Буклет А4 2 Бига Печать 4+4 от 1200 Печатная x5000 = 137600 руб; Хайкот А4 бум. 105 гр. 1 шт Печатная x5000 = 9450 руб";;5758|7906;Буклет А4 2 Бига Печать 4+4 от 1200 Печатная | Хайкот А4 бум. 105 гр. 1 шт Печатная
45418;offers;Буклет А4 2 Бига эконом 105 гр/м2;Печатная;145600;0;Буклеты А4 (297х210 мм) в развернутом виде, 2 сгиба. Лазерная полноцветная двусторонняя печать. Бумага полуглянцевая HI-Kote плотностью 105 гр/м2.  Используйте буклеты для привлечения новых клиентов, продвижения продуктов или услуг, проведения рекламных кампаний и обеспечения информирования целевой аудитории. Лазерная печать позволит быстро и эффективно создать большие объемы буклетов обеспечивая высокое качество изображений и текста.  Срок производства 1-2 рабочих дня.;;2;1;Печатная: 100% (145600 руб);"Буклет А4 2 Бига Печать 4+4 от 1200 Печатная x5000 = 137600 руб; Хайкот А4 бум. 105 гр. 1 шт Печатная x5000 = 8000 руб";;4628|5758;Буклет А4 2 Бига Печать 4+4 от 1200 Печатная | Хайкот А4 бум. 105 гр. 1 шт Печатная
29460;offers;Пресс-волл 300х200 см;Цех;143740;12;Пресс-волл 300х200 см на хромированной трубе.;;5;2;"Цех: 76% (108640 руб); Сольвент: 24% (35100 руб)";"Пресс-волл на хром трубе без учета хром трубы более 50 кв.м Цех x60 = 60000 руб; Баннер печать интерьерный 440гр более 50 кв.м x60 = 35100 руб; Хром труба 0,9 мм кратно 3м, крепеж отдельно более 100 мп x140 = 21840 руб; Крепеж для хром трубы 51-100 шт x80 = 16800 руб; Баннер люверсовка более 50 шт Цех x500 = 10000 руб";Баннер;11454|11480|11492|7988|8058;Баннер печать интерьерный 440гр более 50 кв.м | Крепеж для хром трубы 51-100 шт | Баннер люверсовка более 50 шт Цех | Хром труба 0,9 мм кратно 3м, крепеж отдельно более 100 мп | Пресс-волл на хром трубе без учета хром трубы более 50 кв.м Цех
29450;offers;Пресс-волл 200х200 см;Цех;143100;12;Пресс-волл 200х200 см на хромированной трубе.;;5;2;"Цех: 75% (108000 руб); Сольвент: 25% (35100 руб)";"Пресс-волл на хром трубе без учета хром трубы более 50 кв.м Цех x60 = 60000 руб; Баннер печать интерьерный 440гр более 50 кв.м x60 = 35100 руб; Хром труба 0,9 мм кратно 3м, крепеж отдельно более 100 мп x150 = 23400 руб; Крепеж для хром трубы 51-100 шт x60 = 12600 руб; Баннер люверсовка более 50 шт Цех x600 = 12000 руб";Баннер;11454|11480|11492|7988|8058;Баннер печать интерьерный 440гр более 50 кв.м | Крепеж для хром трубы 51-100 шт | Баннер люверсовка более 50 шт Цех | Хром труба 0,9 мм кратно 3м, крепеж отдельно более 100 мп | Пресс-волл на хром трубе без учета хром трубы более 50 кв.м Цех
32744;offers;Оклейка транспорта самоклейка без ламинации ровная поверхность;Цех;141500;7;Брендирование транспорта материал винил без ламинации. Оклейка ровной поверхности.;;2;2;"Сольвент: 51% (71500 руб); Цех: 49% (70000 руб)";"Винил/Баннер интерьерная печать более 50 кв.м x100 = 71500 руб; Оклейка ровной поверхности пленкой более 50 кв.м Цех x100 = 70000 руб";Пленка, Баннер, Винил;6298|6334;Оклейка ровной поверхности пленкой более 50 кв.м Цех | Винил/Баннер интерьерная печать более 50 кв.м
32224;offers;Открытка бумага Touche Cover цветная с конвертом 10х21 см;Печатная;137470;7;Открытка бумага Touche Cover размер 10х21 см с цветной печатью+конверт.  Срок изготовления 1-2 дня.;;5;1;Печатная: 100% (137470 руб);"Тачкавер бум. А4 цветной 1 шт Печатная x500 = 63000 руб; Конверт/Папка с плоским карманом Сборка более 100 шт Печатная x500 = 35000 руб; Тачкавер бум. Открытка цветной 10х21см 1 шт x500 = 21000 руб; А4 Печать 4+0 401-800 шт Печатная x500 = 9280 руб; Открытка 10х21 Печать 401-800 шт Печатная x500 = 9190 руб";;4528|5518|6754|7916|8956;Тачкавер бум. А4 цветной 1 шт Печатная | А4 Печать 4+0 401-800 шт Печатная | Конверт/Папка с плоским карманом Сборка более 100 шт Печатная | Открытка 10х21 Печать 401-800 шт Печатная | Тачкавер бум. Открытка цветной 10х21см 1 шт
32240;offers;Открытка бумага Touche Cover слоновая кость с конвертом 10х21 см;Печатная;137470;7;Открытка бумага Touche Cover слоновая кость размер 10х21 см с печатью+конверт. Двусторонняя лазерная печать открытки и печать на внешней стороне конверта. Срок изготовления 1-2 дня.;;5;1;Печатная: 100% (137470 руб);"Тачкавер бум. А4 слон.кость 1 шт Печатная x500 = 63000 руб; Конверт/Папка с плоским карманом Сборка более 100 шт Печатная x500 = 35000 руб; Тачкавер бум. Открытка слон.кость 10х21см 1 шт x500 = 21000 руб; А4 Печать 4+0 401-800 шт Печатная x500 = 9280 руб; Открытка 10х21 Печать 401-800 шт Печатная x500 = 9190 руб";;4528|5518|6754|7914|8950;Тачкавер бум. А4 слон.кость 1 шт Печатная | А4 Печать 4+0 401-800 шт Печатная | Конверт/Папка с плоским карманом Сборка более 100 шт Печатная | Открытка 10х21 Печать 401-800 шт Печатная | Тачкавер бум. Открытка слон.кость 10х21см 1 шт
30306;offers;Штендер эмалированный оклеенный 122х66 см;Цех;135024;0;Штендер эмалированный с оцинкованными поверхностями 1220х660 мм и виниловой наклейкой.;;3;3;"POS: 71% (96000 руб); Цех: 16% (22000 руб); Сольвент: 13% (17024 руб)";"Штендер эмалированный с оцинковкой 1220х660 см 11-30 шт x20 = 96000 руб; Сборка штендера и оклейка пленкой 1220х660 см 11-30 шт Цех x20 = 22000 руб; Винил стандартная печать 20-50 кв.м x32 = 17024 руб";Пленка, Металл, Винил;11116|11126|6284;Сборка штендера и оклейка пленкой 1220х660 см 11-30 шт Цех | Штендер эмалированный с оцинковкой 1220х660 см 11-30 шт | Винил стандартная печать 20-50 кв.м
48452;offers;"Брендбук ""Креативная группа""";Дизайн;135000;7;Брендбук — это документ компании, который содержит набор правил, рекомендаций, шаблонов для макетов, гайдлайнов для создания и поддержания единого фирменного стиля бренда. В разработку пакета брендбука «Креативная группа» входит разработка логотипа и логобука с детальным описанием логотипа компании и инструкцией по его правильному использованию. Создания гайдлайна с правилами использования фирменных элементов. Подбор фирменных шрифтов, цветов и иллюстрации. Дизайн корпоративного паттерна, отрисовка орнамента и дизайн информационного плаката. Разработка дизайн-макета визитки, флаера, листовки, блокнота, фирменной ручки, кружки, флага. Брендирование корпоративного транспорта и униформы сотрудников. Макет баннера для наружной рекламы на носителях. Дизайн-макет вывески с визуализацией, лайтбокса, табличек. Файл может предоставляться в форматах EPS, AI, PDF, CDR.;;24;1;Дизайн: 100% (135000 руб);"Логобук индивидуальный 10 слайдов x1 = 25000 руб; Гайдлайн Сложный верстка 1 страницы x5 = 15000 руб; Ручная отрисовка с доработкой орнамента средней сложности 1 векторное изображение x1 = 10000 руб; Брендирование транспорта Средней сложности 1 оригинал-макет x1 = 10000 руб; Отрисовка ручная с доработкой эскиза логотипа средней сложности 1 векторное изображение x1 = 7500 руб; Гайдлайн Простой верстка 1 страницы x7 = 7000 руб; Макет листовки Средней сложности 1 сторона x2 = 6000 руб; Макет футболки брендированной с подбором 2 решений 1 оригинал-макет x1 = 5000 руб; Креативная графическая идея для логотипа с обоснованием 1 эскиз x1 = 5000 руб; Макет плаката информационного Средней сложности 1 решение x1 = 4000 руб";Баннер;10414|10420|10702|10858|11198|11546|11550|12272|12286|12318|12342|12348|12358|12368|12372|12386|12404|12728|7288|7292|7296|7302|7346|7348;Макет блокнота брендированного Средней сложности 1 оригинал-макет | Макет футболки брендированной с подбором 2 решений 1 оригинал-макет | Ручная отрисовка с доработкой орнамента средней сложности 1 векторное изображение | Макет таблички Средней сложности 1 оригинал-макет | Макет светового короба Лайт-бокс Простой 1 оригинал-макет
42994;offers;Листовка А3 стандарт 200 гр/м2 двусторонняя;Печатная;134880;0;Листовка - это лист бумаги, который обычно используется для рекламы или распространения информации. Листовки часто распространяются на улицах, в магазинах, на мероприятиях или почтой, чтобы привлечь внимание целевой аудитории к какому-то продукту, услуге, событию или идее. Они могут содержать текст, изображения, графику и контактную информацию. Листовка формата А3 (42 x 29,7 см), двусторонняя лазерная полноцветная печать (4+4). Бумага матовая DNS плотностью 200 гр/м2. Срок производства 1-2 дня.;;2;1;Печатная: 100% (134880 руб);"А3 Печать 4+4 от 601 шт 1-3 дня Печатная x2000 = 106080 руб; НЕВИЯ А3 бум. 200 гр. 1 шт Печатная x2000 = 28800 руб";;4320|7842;А3 Печать 4+4 от 601 шт 1-3 дня Печатная | НЕВИЯ А3 бум. 200 гр. 1 шт Печатная
49278;offers;Брендбук Ресторанного бизнеса;Дизайн;131500;7;Фирменные элементы: логотип, логобук, подбор фирменных цветов, подбор шрифтов, разработка корпоративного паттерна, мудборд. Полиграфия: дизайн плаката, пресс-волл, информационный стенд, стенд ролл-ап, карта постоянного клиента, листовка, флаер, буклет, визитка, планшет для бумаги, пакет, разработка многостраничного меню на 10 страниц, евроменю, меню-буклет, диджитал-меню. Наружная реклама: брендирования корпоративного транспорта, дизайн вывески, табличка, рекламный баннер 6х3, сити-формат. Социальные сети: дизайн обложки со сетей, шаблон для постов, обложка меню, web-баннер. Мерч: брендированная униформа, стикеры. Pos материалы: ценник, хенгер, бейдж, коробка для еды.;;36;1;Дизайн: 100% (131500 руб);"Логобук индивидуальный 10 слайдов x1 = 25000 руб; Макет внутренней страницы многостраничного меню Простой формат А4 x10 = 20000 руб; Макет футболки брендированной с подбором 2 решений 1 оригинал-макет x1 = 5000 руб; Брендирование транспорта Простое 1 оригинал-макет x1 = 5000 руб; Макет меню-буклета Простой формат А4 x1 = 5000 руб; Макет обложки многостраничного меню Простой формат А4 x1 = 5000 руб; Креативная графическая идея для логотипа с обоснованием 1 эскиз x1 = 5000 руб; Подбор фирменных цветов 2 решения x1 = 4000 руб; Макет баннер рекламного Простой 1 решение x1 = 3000 руб; Макет диджитал-меню Простой 1 формат x1 = 3000 руб";Баннер;10408|10420|10436|11546|12286|12296|12302|12342|12346|12356|12366|12372|12378|12408|12416|12728|13520|13550|13612|13658|13664|13670|21340|21382|21394|21414|21426|21452|21552|7286|7290|7296|7302|7304|7362|7374;Макет коробки для пиццы Простой 1 оригинал-макет | Макет бейджа Простой 1 оригинал-макет | Макет светового короба Лайт-бокс Простой 1 оригинал-макет | Макет флаера 21х10 Средней сложности 1 сторона | Макет ценника Простой 1 оригинал-макет
45678;offers;Флаер стандарт 250 гр/м2 двухсторонний;Печатная;129700;0;Листовка еврофлаер (21х10 см) двухсторонняя, лазерная полноцветная печать. Бумага DNS плотностью 250 гр/м2. Срок производства 1-2 дня.;;2;1;Печатная: 100% (129700 руб);"Флаер(21х10) Печать 4+4 1-3 дня от 3601 Печатная x10000 = 88400 руб; НАВИЯ Флаер(21х10) Бумага 250 гр. 1 шт Печатная x10000 = 41300 руб";;5098|5174;Флаер(21х10) Печать 4+4 1-3 дня от 3601 Печатная | НАВИЯ Флаер(21х10) Бумага 250 гр. 1 шт Печатная
29510;offers;Пресс-волл 500х300 см на рейке;Сольвент;126375;13;Пресс-волл 500х300 см на деревянной рейке.;;2;2;"Цех: 65% (82500 руб); Сольвент: 35% (43875 руб)";"Пресс-волл на рейке с учетом рейки более 50 кв.м Цех x75 = 82500 руб; Баннер печать интерьерный 440гр более 50 кв.м x75 = 43875 руб";Баннер;7988|8118;Баннер печать интерьерный 440гр более 50 кв.м | Пресс-волл на рейке с учетом рейки более 50 кв.м Цех
45478;offers;Буклет А3 2 Бига глянец 170 гр/м2;Печатная;123520;0;Буклеты А3 (297х420 мм) в развернутом виде, 2 сгиба. Лазерная полноцветная двусторонняя печать. Бумага глянцевая плотностью 170 гр/м2.  Используйте буклеты для привлечения новых клиентов, продвижения продуктов или услуг, проведения рекламных кампаний и обеспечения информирования целевой аудитории. Лазерная печать позволит быстро и эффективно создать большие объемы буклетов обеспечивая высокое качество изображений и текста.  Срок производства 1-2 рабочих дня.;;3;1;Печатная: 100% (123520 руб);"А3 Печать 4+4 от 601 шт 1-3 дня Печатная x2000 = 106080 руб; Хайкот А3 бум. 180 гр. 1 шт Печатная x2000 = 13440 руб; Биговка от 1200 шт Печатная x4000 = 4000 руб";;4320|7854|9104;А3 Печать 4+4 от 601 шт 1-3 дня Печатная | Биговка от 1200 шт Печатная | Хайкот А3 бум. 180 гр. 1 шт Печатная
52876;offers;Листовка А3 глянец 170 гр/м2 двусторонняя;Печатная;119520;0;Листовка - это лист бумаги, который обычно используется для рекламы или распространения информации. Листовки часто распространяются на улицах, в магазинах, на мероприятиях или почтой, чтобы привлечь внимание целевой аудитории к какому-то продукту, услуге, событию или идее. Они могут содержать текст, изображения, графику и контактную информацию. Листовка формата А3 (42 x 29,7 см), двусторонняя лазерная полноцветная печать (4+4). Бумага глянцевая LumiArt плотностью 170 гр/м2. Срок производства 1-2 дня.;;2;1;Печатная: 100% (119520 руб);"А3 Печать 4+4 от 601 шт 1-3 дня Печатная x2000 = 106080 руб; Хайкот А3 бум. 180 гр. 1 шт Печатная x2000 = 13440 руб";;4320|7854;А3 Печать 4+4 от 601 шт 1-3 дня Печатная | Хайкот А3 бум. 180 гр. 1 шт Печатная
45458;offers;Буклет А3 2 Бига глянец 115 гр/м2;Печатная;117640;0;Буклеты А3 (297х420 мм) в развернутом виде, 2 сгиба. Лазерная полноцветная двусторонняя печать. Бумага глянцевая плотностью 115 гр/м2.  Используйте буклеты для привлечения новых клиентов, продвижения продуктов или услуг, проведения рекламных кампаний и обеспечения информирования целевой аудитории. Лазерная печать позволит быстро и эффективно создать большие объемы буклетов обеспечивая высокое качество изображений и текста.  Срок производства 1-2 рабочих дня;;3;1;Печатная: 100% (117640 руб);"А3 Печать 4+4 от 601 шт 1-3 дня Печатная x2000 = 106080 руб; Люмиарт А3 бум. 115 гр. 1 шт Печатная x2000 = 7560 руб; Биговка от 1200 шт Печатная x4000 = 4000 руб";;4320|7848|9104;Биговка от 1200 шт Печатная | А3 Печать 4+4 от 601 шт 1-3 дня Печатная | Люмиарт А3 бум. 115 гр. 1 шт Печатная
